No,Wilayah,Tipe_Disabilitas,Jumlah_Jiwa,Tahun,Link_Data
506,KOTA BOGOR,Rungu/Wicara,203,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
507,KAB. INDRAMAYU,Sensorik,274,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
508,KAB. TASIKMALAYA,Rungu/Wicara,195,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
509,KAB. BOGOR,Mental,389,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
510,KAB. CIREBON,Intelektual,472,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
511,KOTA BEKASI,Mental,216,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
512,KAB. BEKASI,Rungu/Wicara,116,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
513,KAB. INDRAMAYU,Sensorik,89,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
514,KAB. KUNINGAN,Mental,115,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
515,KAB. BEKASI,Rungu/Wicara,406,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
516,KOTA CIREBON,Intelektual,70,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
517,KAB. SUMEDANG,Intelektual,124,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
518,KAB. CIAMIS,Intelektual,365,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
519,KAB. BEKASI,Mental,436,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
520,KOTA BEKASI,Intelektual,475,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
521,KAB. CIANJUR,Mental,443,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
522,KAB. INDRAMAYU,Fisik,159,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
523,KAB. PANGANDARAN,Rungu/Wicara,430,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
524,KOTA BANDUNG,Rungu/Wicara,91,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
525,KOTA CIREBON,Intelektual,321,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
526,KOTA BANJAR,Mental,445,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
527,KAB. CIREBON,Intelektual,125,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
528,KAB. GARUT,Rungu/Wicara,339,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
529,KAB. CIANJUR,Rungu/Wicara,431,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
530,KAB. TASIKMALAYA,Rungu/Wicara,25,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
531,KAB. TASIKMALAYA,Mental,445,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
532,KOTA BOGOR,Fisik,421,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
533,KAB. SUKABUMI,Sensorik,491,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
534,KAB. SUMEDANG,Rungu/Wicara,149,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
535,KAB. GARUT,Intelektual,215,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
536,KOTA TASIKMALAYA,Fisik,294,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
537,KOTA DEPOK,Mental,53,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
538,KOTA BANJAR,Fisik,328,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
539,KOTA BOGOR,Intelektual,31,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
540,KAB. BEKASI,Sensorik,366,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
541,KAB. BEKASI,Fisik,140,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
542,KOTA BOGOR,Fisik,320,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
543,KAB. CIAMIS,Rungu/Wicara,188,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
544,KAB. BANDUNG,Rungu/Wicara,320,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
545,KAB. CIANJUR,Sensorik,63,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
546,KAB. INDRAMAYU,Fisik,184,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
547,KOTA BOGOR,Mental,121,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
548,KOTA SUKABUMI,Rungu/Wicara,464,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
549,KAB. TASIKMALAYA,Sensorik,242,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
550,KOTA BOGOR,Intelektual,156,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
551,KOTA BOGOR,Mental,482,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
552,KAB. PANGANDARAN,Rungu/Wicara,400,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
553,KAB. BANDUNG,Rungu/Wicara,21,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
554,KAB. PURWAKARTA,Rungu/Wicara,466,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
555,KAB. INDRAMAYU,Intelektual,53,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
556,KAB. BOGOR,Fisik,79,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
557,KAB. BEKASI,Intelektual,82,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
558,KAB. BANDUNG BARAT,Rungu/Wicara,232,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
559,KAB. CIREBON,Rungu/Wicara,439,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
560,KAB. TASIKMALAYA,Rungu/Wicara,131,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
561,KAB. PURWAKARTA,Intelektual,36,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
562,KAB. KUNINGAN,Rungu/Wicara,193,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
563,KAB. CIREBON,Intelektual,327,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
564,KAB. TASIKMALAYA,Rungu/Wicara,61,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
565,KAB. BANDUNG BARAT,Rungu/Wicara,38,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
566,KAB. PURWAKARTA,Fisik,407,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
567,KOTA CIMAHI,Fisik,415,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
568,KAB. PANGANDARAN,Sensorik,356,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
569,KOTA BANJAR,Fisik,413,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
570,KAB. GARUT,Fisik,390,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
571,KAB. MAJALENGKA,Rungu/Wicara,300,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
572,KAB. BEKASI,Rungu/Wicara,407,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
573,KAB. BEKASI,Sensorik,475,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
574,KOTA BANJAR,Rungu/Wicara,417,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
575,KAB. BEKASI,Rungu/Wicara,81,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
576,KAB. PURWAKARTA,Rungu/Wicara,159,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
577,KAB. TASIKMALAYA,Fisik,48,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
578,KAB. BANDUNG,Rungu/Wicara,202,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
579,KOTA BANDUNG,Mental,255,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
580,KOTA BANJAR,Mental,142,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
581,KAB. KUNINGAN,Fisik,57,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
582,KAB. BEKASI,Intelektual,373,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
583,KOTA BANJAR,Intelektual,215,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
584,KOTA BANDUNG,Sensorik,196,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
585,KAB. INDRAMAYU,Intelektual,345,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
586,KAB. CIREBON,Sensorik,360,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
587,KAB. BEKASI,Sensorik,160,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
588,KAB. TASIKMALAYA,Sensorik,25,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
589,KOTA TASIKMALAYA,Mental,440,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
590,KAB. KARAWANG,Fisik,11,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
591,KAB. KARAWANG,Mental,227,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
592,KOTA DEPOK,Sensorik,209,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
593,KAB. CIREBON,Rungu/Wicara,371,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
594,KOTA BOGOR,Rungu/Wicara,38,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
595,KOTA CIREBON,Intelektual,431,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
596,KOTA BANJAR,Mental,113,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
597,KOTA DEPOK,Mental,122,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
598,KAB. CIAMIS,Intelektual,250,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
599,KAB. SUMEDANG,Mental,192,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
600,KAB. TASIKMALAYA,Intelektual,54,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
601,KAB. INDRAMAYU,Fisik,132,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
602,KAB. BANDUNG,Mental,85,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
603,KAB. CIANJUR,Fisik,366,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
604,KAB. KARAWANG,Mental,104,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
605,KAB. BEKASI,Mental,225,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
606,KOTA BOGOR,Sensorik,309,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
607,KAB. BANDUNG,Sensorik,309,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
608,KOTA CIMAHI,Rungu/Wicara,274,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
609,KOTA DEPOK,Intelektual,135,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
610,KAB. PANGANDARAN,Sensorik,444,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
611,KOTA BANDUNG,Intelektual,363,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
612,KOTA BEKASI,Intelektual,139,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
613,KOTA SUKABUMI,Intelektual,374,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
614,KAB. KUNINGAN,Rungu/Wicara,281,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
615,KAB. SUBANG,Sensorik,392,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
616,KAB. CIREBON,Rungu/Wicara,131,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
617,KOTA BEKASI,Sensorik,214,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
618,KAB. MAJALENGKA,Sensorik,375,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
619,KOTA CIREBON,Sensorik,250,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
620,KAB. CIREBON,Sensorik,369,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
621,KAB. MAJALENGKA,Fisik,342,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
622,KOTA BANDUNG,Mental,458,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
623,KAB. PANGANDARAN,Intelektual,387,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
624,KOTA DEPOK,Intelektual,34,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
625,KAB. CIANJUR,Sensorik,483,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
626,KAB. SUBANG,Sensorik,82,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
627,KOTA BOGOR,Fisik,206,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
628,KOTA BEKASI,Intelektual,123,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
629,KAB. PURWAKARTA,Fisik,105,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
630,KAB. PURWAKARTA,Rungu/Wicara,431,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
631,KAB. SUMEDANG,Sensorik,242,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
632,KAB. BEKASI,Intelektual,375,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
633,KOTA TASIKMALAYA,Intelektual,477,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
634,KAB. PURWAKARTA,Rungu/Wicara,400,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
635,KOTA BOGOR,Intelektual,401,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
636,KAB. SUKABUMI,Mental,51,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
637,KAB. GARUT,Fisik,461,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
638,KAB. MAJALENGKA,Rungu/Wicara,216,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
639,KAB. BEKASI,Intelektual,303,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
640,KAB. KARAWANG,Mental,100,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
641,KAB. SUMEDANG,Mental,395,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
642,KOTA BANJAR,Sensorik,463,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
643,KAB. BANDUNG,Sensorik,199,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
644,KOTA BANDUNG,Mental,37,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
645,KOTA SUKABUMI,Intelektual,366,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
646,KAB. KUNINGAN,Rungu/Wicara,309,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
647,KAB. CIREBON,Fisik,86,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
648,KOTA BANJAR,Sensorik,256,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
649,KAB. CIREBON,Rungu/Wicara,468,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
650,KOTA BANDUNG,Intelektual,91,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
651,KAB. SUKABUMI,Mental,145,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
652,KAB. SUKABUMI,Fisik,111,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
653,KAB. TASIKMALAYA,Sensorik,68,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
654,KAB. SUKABUMI,Mental,487,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
655,KAB. CIAMIS,Intelektual,205,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
656,KAB. BOGOR,Rungu/Wicara,87,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
657,KAB. BOGOR,Fisik,216,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
658,KAB. CIANJUR,Intelektual,488,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
659,KAB. PANGANDARAN,Rungu/Wicara,251,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
660,KOTA CIMAHI,Rungu/Wicara,96,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
661,KOTA CIREBON,Rungu/Wicara,84,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
662,KAB. SUMEDANG,Sensorik,14,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
663,KAB. BANDUNG BARAT,Fisik,436,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
664,KAB. CIREBON,Fisik,44,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
665,KAB. BANDUNG,Intelektual,333,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
666,KAB. BOGOR,Intelektual,22,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
667,KAB. MAJALENGKA,Fisik,241,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
668,KAB. BOGOR,Sensorik,371,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
669,KOTA SUKABUMI,Rungu/Wicara,481,2024,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
670,KOTA CIMAHI,Rungu/Wicara,454,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
671,KAB. BANDUNG BARAT,Fisik,153,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
672,KOTA TASIKMALAYA,Mental,477,2022,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
673,KAB. PANGANDARAN,Mental,475,2023,https://opendata.jabarprov.go.id/id/dataset/jumlah-penduduk-berdasarkan-jenis-disabilitas-di-jawa-barat
